"","Year","Category","Currency","Value"
"454",2008-02-29,"Foreign Currency Assets","INR","11626.71"
"455",2008-02-22,"Foreign Currency Assets","INR","11393.88"
"456",2008-02-15,"Foreign Currency Assets","INR","11233.22"
"457",2008-02-08,"Foreign Currency Assets","INR","11120.8"
"458",2008-02-01,"Foreign Currency Assets","INR","11140.51"
"459",2008-01-25,"Foreign Currency Assets","INR","11014.05"
"460",2008-01-18,"Foreign Currency Assets","INR","10843.77"
"461",2008-01-11,"Foreign Currency Assets","INR","10724.74"
"462",2008-01-04,"Foreign Currency Assets","INR","10517.73"
"463",2007-12-28,"Foreign Currency Assets","INR","10521.29"
"464",2007-12-21,"Foreign Currency Assets","INR","10443.86"
"465",2007-12-14,"Foreign Currency Assets","INR","10394.85"
"466",2007-12-07,"Foreign Currency Assets","INR","10434.19"
"467",2007-11-30,"Foreign Currency Assets","INR","10501.65"
"468",2007-11-23,"Foreign Currency Assets","INR","10447.71"
"469",2007-11-16,"Foreign Currency Assets","INR","10345.16"
"470",2007-11-09,"Foreign Currency Assets","INR","10304.05"
"471",2007-11-02,"Foreign Currency Assets","INR","10167.86"
"472",2007-10-26,"Foreign Currency Assets","INR","10060.4"
"473",2007-10-19,"Foreign Currency Assets","INR","10079.75"
"474",2007-10-12,"Foreign Currency Assets","INR","9788.44"
"475",2007-10-05,"Foreign Currency Assets","INR","9616.77"
"476",2007-09-28,"Foreign Currency Assets","INR","9535.81"
"477",2007-09-21,"Foreign Currency Assets","INR","9113.15"
"478",2007-09-14,"Foreign Currency Assets","INR","9096"
"479",2007-09-07,"Foreign Currency Assets","INR","9080.87"
"480",2007-08-31,"Foreign Currency Assets","INR","9073.01"
"481",2007-08-24,"Foreign Currency Assets","INR","9121.57"
"482",2007-08-17,"Foreign Currency Assets","INR","9108.11"
"483",2007-08-10,"Foreign Currency Assets","INR","9014.62"
"484",2007-08-03,"Foreign Currency Assets","INR","8959.45"
"485",2007-07-27,"Foreign Currency Assets","INR","8828.54"
"486",2007-07-20,"Foreign Currency Assets","INR","8662.5"
"487",2007-07-13,"Foreign Currency Assets","INR","8567.61"
"488",2007-07-06,"Foreign Currency Assets","INR","8398.88"
"489",2007-06-29,"Foreign Currency Assets","INR","8399.13"
"490",2007-06-22,"Foreign Currency Assets","INR","8352.79"
"491",2007-06-15,"Foreign Currency Assets","INR","8343.37"
"492",2007-06-08,"Foreign Currency Assets","INR","8285.22"
"493",2007-06-01,"Foreign Currency Assets","INR","8148.62"
"494",2007-05-25,"Foreign Currency Assets","INR","8016"
"495",2007-05-18,"Foreign Currency Assets","INR","8036.25"
"496",2007-05-11,"Foreign Currency Assets","INR","8123.02"
"497",2007-05-04,"Foreign Currency Assets","INR","8036.84"
"498",2007-04-27,"Foreign Currency Assets","INR","8085.73"
"499",2007-04-20,"Foreign Currency Assets","INR","8256.57"
"500",2007-04-13,"Foreign Currency Assets","INR","8370.37"
"501",2007-04-06,"Foreign Currency Assets","INR","8331.2"
"502",2007-03-30,"Foreign Currency Assets","INR","8365.97"
"503",2007-03-23,"Foreign Currency Assets","INR","8320.15"
"504",2007-03-16,"Foreign Currency Assets","INR","8330.59"
"505",2007-03-09,"Foreign Currency Assets","INR","8281.08"
"506",2007-03-02,"Foreign Currency Assets","INR","8292.86"
"507",2007-02-23,"Foreign Currency Assets","INR","8241.74"
"508",2007-02-16,"Foreign Currency Assets","INR","8020.61"
"509",2007-02-09,"Foreign Currency Assets","INR","7846.38"
"510",2007-02-02,"Foreign Currency Assets","INR","7629.49"
"511",2007-01-26,"Foreign Currency Assets","INR","7608.55"
"512",2007-01-19,"Foreign Currency Assets","INR","7585.14"
"513",2007-01-12,"Foreign Currency Assets","INR","7600.06"
"514",2007-01-05,"Foreign Currency Assets","INR","7509.83"
"515",2006-12-29,"Foreign Currency Assets","INR","7527.38"
"516",2006-12-22,"Foreign Currency Assets","INR","7544.22"
"517",2006-12-15,"Foreign Currency Assets","INR","7524.27"
"518",2006-12-08,"Foreign Currency Assets","INR","7525.82"
"519",2006-12-01,"Foreign Currency Assets","INR","7524.44"
"520",2006-11-24,"Foreign Currency Assets","INR","7451.18"
"521",2006-11-17,"Foreign Currency Assets","INR","7365.28"
"522",2006-11-10,"Foreign Currency Assets","INR","7181.49"
"523",2006-11-03,"Foreign Currency Assets","INR","7191.92"
"524",2006-10-27,"Foreign Currency Assets","INR","7245.86"
"525",2006-10-20,"Foreign Currency Assets","INR","7218.05"
"526",2006-10-13,"Foreign Currency Assets","INR","7192.21"
"527",2006-10-06,"Foreign Currency Assets","INR","7220.52"
"528",2006-09-29,"Foreign Currency Assets","INR","7277.33"
"529",2006-09-22,"Foreign Currency Assets","INR","7312.48"
"530",2006-09-15,"Foreign Currency Assets","INR","7299.58"
"531",2006-09-08,"Foreign Currency Assets","INR","7291.96"
"532",2006-09-01,"Foreign Currency Assets","INR","7405.36"
"533",2006-08-25,"Foreign Currency Assets","INR","7364.38"
"534",2006-08-18,"Foreign Currency Assets","INR","7345.8"
"535",2006-08-11,"Foreign Currency Assets","INR","7339.41"
"536",2006-08-04,"Foreign Currency Assets","INR","7374.98"
"537",2006-07-28,"Foreign Currency Assets","INR","7313.2"
"538",2006-07-21,"Foreign Currency Assets","INR","7324.1"
"539",2006-07-14,"Foreign Currency Assets","INR","7229.89"
"540",2006-07-07,"Foreign Currency Assets","INR","7209.24"
"541",2006-06-30,"Foreign Currency Assets","INR","7187.01"
"542",2006-06-23,"Foreign Currency Assets","INR","7122.97"
"543",2006-06-16,"Foreign Currency Assets","INR","7128.92"
"544",2006-06-09,"Foreign Currency Assets","INR","7121.59"
"545",2006-06-02,"Foreign Currency Assets","INR","7236.6"
"546",2006-05-26,"Foreign Currency Assets","INR","7130.07"
"547",2006-05-19,"Foreign Currency Assets","INR","7086.25"
"548",2006-05-12,"Foreign Currency Assets","INR","7057.8"
"549",2006-05-05,"Foreign Currency Assets","INR","6971.15"
"550",2006-04-28,"Foreign Currency Assets","INR","6907.3"
"551",2006-04-21,"Foreign Currency Assets","INR","6796.75"
"552",2006-04-14,"Foreign Currency Assets","INR","6735.25"
"553",2006-04-07,"Foreign Currency Assets","INR","6591.48"
"554",2006-03-31,"Foreign Currency Assets","INR","6473.27"
"555",2006-03-24,"Foreign Currency Assets","INR","6348.81"
"556",2006-03-17,"Foreign Currency Assets","INR","6203.4"
"557",2006-03-10,"Foreign Currency Assets","INR","6115.15"
"558",2006-03-03,"Foreign Currency Assets","INR","6061.49"
"559",2006-02-24,"Foreign Currency Assets","INR","6007.62"
"560",2006-02-17,"Foreign Currency Assets","INR","5993.46"
"561",2006-02-10,"Foreign Currency Assets","INR","5923.74"
"562",2006-02-03,"Foreign Currency Assets","INR","5899.19"
"563",2006-01-27,"Foreign Currency Assets","INR","5884.35"
"564",2006-01-20,"Foreign Currency Assets","INR","5910.8"
"565",2006-01-13,"Foreign Currency Assets","INR","5900.2"
"566",2006-01-06,"Foreign Currency Assets","INR","5946.66"
"567",2005-12-30,"Foreign Currency Assets","INR","5904.97"
"568",2005-12-23,"Foreign Currency Assets","INR","6241.5"
"569",2005-12-16,"Foreign Currency Assets","INR","6299.49"
"570",2005-12-09,"Foreign Currency Assets","INR","6367.92"
"571",2005-12-02,"Foreign Currency Assets","INR","6315.42"
"572",2005-11-25,"Foreign Currency Assets","INR","6226.04"
"573",2005-11-18,"Foreign Currency Assets","INR","6220.66"
"574",2005-11-11,"Foreign Currency Assets","INR","6230.35"
"575",2005-11-04,"Foreign Currency Assets","INR","6194.84"
"576",2005-10-28,"Foreign Currency Assets","INR","6205.83"
"577",2005-10-21,"Foreign Currency Assets","INR","6175.56"
"578",2005-10-14,"Foreign Currency Assets","INR","6163.53"
"579",2005-10-07,"Foreign Currency Assets","INR","6081.17"
"580",2005-09-30,"Foreign Currency Assets","INR","6023.09"
"581",2005-09-23,"Foreign Currency Assets","INR","6020.52"
"582",2005-09-16,"Foreign Currency Assets","INR","6064.72"
"583",2005-09-09,"Foreign Currency Assets","INR","6102.3"
"584",2005-09-02,"Foreign Currency Assets","INR","6133.61"
"585",2005-08-26,"Foreign Currency Assets","INR","6034.7"
"586",2005-08-19,"Foreign Currency Assets","INR","5987.16"
"587",2005-08-12,"Foreign Currency Assets","INR","6039.65"
"588",2005-08-05,"Foreign Currency Assets","INR","5944.96"
"589",2005-07-29,"Foreign Currency Assets","INR","5853.19"
"590",2005-07-22,"Foreign Currency Assets","INR","5706.69"
"591",2005-07-15,"Foreign Currency Assets","INR","5724.92"
"592",2005-07-08,"Foreign Currency Assets","INR","5711.04"
"593",2005-07-01,"Foreign Currency Assets","INR","5720.99"
"594",2005-06-24,"Foreign Currency Assets","INR","5790.94"
"595",2005-06-17,"Foreign Currency Assets","INR","5824.18"
"596",2005-06-10,"Foreign Currency Assets","INR","5774.63"
"597",2005-06-03,"Foreign Currency Assets","INR","5794.97"
"598",2005-05-27,"Foreign Currency Assets","INR","5829.41"
"599",2005-05-20,"Foreign Currency Assets","INR","5818.87"
"600",2005-05-13,"Foreign Currency Assets","INR","5832.01"
"601",2005-05-06,"Foreign Currency Assets","INR","5889.78"
"602",2005-04-29,"Foreign Currency Assets","INR","5934.23"
"603",2005-04-22,"Foreign Currency Assets","INR","5976.01"
"604",2005-04-15,"Foreign Currency Assets","INR","5943.78"
"605",2005-04-08,"Foreign Currency Assets","INR","5931.89"
"606",2005-04-01,"Foreign Currency Assets","INR","5917.69"
"607",2005-03-25,"Foreign Currency Assets","INR","5920.93"
"608",2005-03-18,"Foreign Currency Assets","INR","5954.55"
"609",2005-03-11,"Foreign Currency Assets","INR","5865.16"
"610",2005-03-04,"Foreign Currency Assets","INR","5759.29"
"611",2005-02-25,"Foreign Currency Assets","INR","5672.89"
"612",2005-02-18,"Foreign Currency Assets","INR","5574.36"
"613",2005-02-11,"Foreign Currency Assets","INR","5437.69"
"614",2005-02-04,"Foreign Currency Assets","INR","5351.48"
"615",2005-01-28,"Foreign Currency Assets","INR","5416.43"
"616",2005-01-21,"Foreign Currency Assets","INR","5403.92"
"617",2005-01-14,"Foreign Currency Assets","INR","5409.95"
"618",2005-01-07,"Foreign Currency Assets","INR","5396.45"
"619",2004-12-31,"Foreign Currency Assets","INR","5454.66"
"620",2004-12-24,"Foreign Currency Assets","INR","5478.41"
"621",2004-12-17,"Foreign Currency Assets","INR","5489.05"
"622",2004-12-10,"Foreign Currency Assets","INR","5520.51"
"623",2004-12-03,"Foreign Currency Assets","INR","5519.44"
"624",2004-11-26,"Foreign Currency Assets","INR","5458.01"
"625",2004-11-19,"Foreign Currency Assets","INR","5388.32"
"626",2004-11-12,"Foreign Currency Assets","INR","5326.61"
"627",2004-11-05,"Foreign Currency Assets","INR","5255.63"
"628",2004-10-29,"Foreign Currency Assets","INR","5256.32"
"629",2004-10-22,"Foreign Currency Assets","INR","5268.19"
"630",2004-10-15,"Foreign Currency Assets","INR","5234.24"
"631",2004-10-08,"Foreign Currency Assets","INR","5215.87"
"632",2004-10-01,"Foreign Currency Assets","INR","5225.15"
"633",2004-09-24,"Foreign Currency Assets","INR","5206.19"
"634",2004-09-17,"Foreign Currency Assets","INR","5175.09"
"635",2004-09-10,"Foreign Currency Assets","INR","5219.98"
"636",2004-09-03,"Foreign Currency Assets","INR","5194.13"
"637",2004-08-27,"Foreign Currency Assets","INR","5191.39"
"638",2004-08-20,"Foreign Currency Assets","INR","5258.94"
"639",2004-08-13,"Foreign Currency Assets","INR","5269.02"
"640",2004-08-06,"Foreign Currency Assets","INR","5289.21"
"641",2004-07-30,"Foreign Currency Assets","INR","5247.32"
"642",2004-07-23,"Foreign Currency Assets","INR","5279.03"
"643",2004-07-16,"Foreign Currency Assets","INR","5343.58"
"644",2004-07-09,"Foreign Currency Assets","INR","5280.93"
"645",2004-07-02,"Foreign Currency Assets","INR","5272.42"
"646",2004-06-25,"Foreign Currency Assets","INR","5238.51"
"647",2004-06-18,"Foreign Currency Assets","INR","5231.87"
"648",2004-06-11,"Foreign Currency Assets","INR","5143.49"
"649",2004-06-04,"Foreign Currency Assets","INR","5169.86"
"650",2004-05-28,"Foreign Currency Assets","INR","5189.26"
"651",2004-05-21,"Foreign Currency Assets","INR","5126.41"
"652",2004-05-20,"Foreign Currency Assets","INR","5126.41"
"653",2004-05-14,"Foreign Currency Assets","INR","5142.24"
"654",2004-05-07,"Foreign Currency Assets","INR","5056.46"
"655",2004-04-30,"Foreign Currency Assets","INR","5014.29"
"656",2004-04-23,"Foreign Currency Assets","INR","4963.33"
"657",2004-04-16,"Foreign Currency Assets","INR","4920.21"
"658",2004-04-09,"Foreign Currency Assets","INR","4822.63"
"659",2004-04-02,"Foreign Currency Assets","INR","4691.04"
"660",2004-03-26,"Foreign Currency Assets","INR","4746.99"
"661",2004-03-19,"Foreign Currency Assets","INR","4784.54"
"662",2004-03-12,"Foreign Currency Assets","INR","4771.65"
"663",2004-03-05,"Foreign Currency Assets","INR","4754.84"
"664",2004-02-27,"Foreign Currency Assets","INR","4710.18"
"665",2004-02-20,"Foreign Currency Assets","INR","4680.21"
"666",2004-02-13,"Foreign Currency Assets","INR","4671.49"
"667",2004-02-06,"Foreign Currency Assets","INR","4632.83"
"668",2004-01-30,"Foreign Currency Assets","INR","4566.35"
"669",2004-01-23,"Foreign Currency Assets","INR","4536.88"
"670",2004-01-16,"Foreign Currency Assets","INR","4495.37"
"671",2004-01-09,"Foreign Currency Assets","INR","4532.09"
"672",2004-01-02,"Foreign Currency Assets","INR","4462.58"
"673",2003-12-26,"Foreign Currency Assets","INR","4400.73"
"674",2003-12-19,"Foreign Currency Assets","INR","4370.28"
"675",2003-12-12,"Foreign Currency Assets","INR","4321.61"
"676",2003-12-05,"Foreign Currency Assets","INR","4264.5"
"677",2003-11-28,"Foreign Currency Assets","INR","4233.28"
"678",2003-11-21,"Foreign Currency Assets","INR","4192.06"
"679",2003-11-14,"Foreign Currency Assets","INR","4069.73"
"680",2003-11-07,"Foreign Currency Assets","INR","4043.82"
"681",2003-10-31,"Foreign Currency Assets","INR","4018.72"
"682",2003-10-24,"Foreign Currency Assets","INR","3987.64"
"683",2003-10-17,"Foreign Currency Assets","INR","3963.23"
"684",2003-10-10,"Foreign Currency Assets","INR","3922.18"
"685",2003-10-03,"Foreign Currency Assets","INR","3810.23"
"686",2003-09-26,"Foreign Currency Assets","INR","3926.62"
"687",2003-09-19,"Foreign Currency Assets","INR","3896.33"
"688",2003-09-12,"Foreign Currency Assets","INR","3851.58"
"689",2003-09-05,"Foreign Currency Assets","INR","3842.52"
"690",2003-08-29,"Foreign Currency Assets","INR","3788.29"
"691",2003-08-22,"Foreign Currency Assets","INR","3757.4"
"692",2003-08-15,"Foreign Currency Assets","INR","3754.75"
"693",2003-08-08,"Foreign Currency Assets","INR","3745.18"
"694",2003-08-01,"Foreign Currency Assets","INR","3742.04"
"695",2003-07-25,"Foreign Currency Assets","INR","3748.19"
"696",2003-07-18,"Foreign Currency Assets","INR","3716.79"
"697",2003-07-11,"Foreign Currency Assets","INR","3670.79"
"698",2003-07-04,"Foreign Currency Assets","INR","3663.52"
"699",2003-06-27,"Foreign Currency Assets","INR","3636.95"
"700",2003-06-20,"Foreign Currency Assets","INR","3650.86"
"701",2003-06-13,"Foreign Currency Assets","INR","3676.69"
"702",2003-06-06,"Foreign Currency Assets","INR","3651.89"
"703",2003-05-30,"Foreign Currency Assets","INR","3665.49"
"704",2003-05-23,"Foreign Currency Assets","INR","3634.38"
"705",2003-05-16,"Foreign Currency Assets","INR","3574.63"
"706",2003-05-09,"Foreign Currency Assets","INR","3546.99"
"707",2003-05-02,"Foreign Currency Assets","INR","3514.37"
"708",2003-04-25,"Foreign Currency Assets","INR","3478.91"
"709",2003-04-18,"Foreign Currency Assets","INR","3436.15"
"710",2003-04-11,"Foreign Currency Assets","INR","3423.6"
"711",2003-04-04,"Foreign Currency Assets","INR","3389.19"
"712",2003-03-28,"Foreign Currency Assets","INR","3379.68"
"713",2003-03-21,"Foreign Currency Assets","INR","3343.37"
"714",2003-03-14,"Foreign Currency Assets","INR","3345.22"
"715",2003-03-13,"Foreign Currency Assets","INR","3345.22"
"716",2003-03-07,"Foreign Currency Assets","INR","3337.42"
"717",2003-02-28,"Foreign Currency Assets","INR","3296.27"
"718",2003-02-21,"Foreign Currency Assets","INR","3421.15"
"719",2003-02-14,"Foreign Currency Assets","INR","3426.12"
"720",2003-02-07,"Foreign Currency Assets","INR","3386.78"
"721",2003-01-31,"Foreign Currency Assets","INR","3340.65"
"722",2003-01-24,"Foreign Currency Assets","INR","3339.12"
"723",2003-01-17,"Foreign Currency Assets","INR","3305.39"
"724",2003-01-10,"Foreign Currency Assets","INR","3256.31"
"725",2003-01-03,"Foreign Currency Assets","INR","3231.78"
"726",2002-12-27,"Foreign Currency Assets","INR","3217.08"
"727",2002-12-20,"Foreign Currency Assets","INR","3180.83"
"728",2002-12-13,"Foreign Currency Assets","INR","3137.72"
"729",2002-12-06,"Foreign Currency Assets","INR","3110.66"
"730",2002-11-29,"Foreign Currency Assets","INR","3071.91"
"731",2002-11-22,"Foreign Currency Assets","INR","3051.19"
"732",2002-11-15,"Foreign Currency Assets","INR","3025.65"
"733",2002-11-08,"Foreign Currency Assets","INR","2997"
"734",2002-11-01,"Foreign Currency Assets","INR","2964.84"
"735",2002-10-25,"Foreign Currency Assets","INR","2938.07"
"736",2002-10-18,"Foreign Currency Assets","INR","2940.82"
"737",2002-10-11,"Foreign Currency Assets","INR","2929.84"
"738",2002-10-04,"Foreign Currency Assets","INR","2899.13"
"739",2002-09-27,"Foreign Currency Assets","INR","2878.73"
"740",2002-09-20,"Foreign Currency Assets","INR","2873.21"
"741",2002-09-13,"Foreign Currency Assets","INR","2849"
"742",2002-09-06,"Foreign Currency Assets","INR","2855.87"
"743",2002-08-30,"Foreign Currency Assets","INR","2826.06"
"744",2002-08-23,"Foreign Currency Assets","INR","2803.36"
"745",2002-08-16,"Foreign Currency Assets","INR","2787.59"
"746",2002-08-09,"Foreign Currency Assets","INR","2762.97"
"747",2002-08-02,"Foreign Currency Assets","INR","2767.58"
"748",2002-07-26,"Foreign Currency Assets","INR","2751.16"
"749",2002-07-19,"Foreign Currency Assets","INR","2742.4"
"750",2002-07-12,"Foreign Currency Assets","INR","2704.26"
"751",2002-07-05,"Foreign Currency Assets","INR","2668.81"
"752",2002-06-28,"Foreign Currency Assets","INR","2673.34"
"753",2002-06-21,"Foreign Currency Assets","INR","2632.29"
"754",2002-06-14,"Foreign Currency Assets","INR","2611.65"
"755",2002-06-07,"Foreign Currency Assets","INR","2601.12"
"756",2002-05-31,"Foreign Currency Assets","INR","2593.19"
"757",2002-05-24,"Foreign Currency Assets","INR","2581.61"
"758",2002-05-17,"Foreign Currency Assets","INR","2569.74"
"759",2002-05-10,"Foreign Currency Assets","INR","2574.83"
"760",2002-05-03,"Foreign Currency Assets","INR","2570.31"
"761",2002-04-26,"Foreign Currency Assets","INR","2560.07"
"762",2002-04-19,"Foreign Currency Assets","INR","2542.95"
"763",2002-04-12,"Foreign Currency Assets","INR","2531.41"
